Geneid	Chr	Start	End	Strand	Length	TSS
ENSG00000232791	1	110853938	110854891	+	954	110853938.0
ENSG00000143119	1	110873154	110873248	+	2080	110873154.0
ENSG00000261654	1	110936369	110942353	-	5985	110942353.0
ENSG00000232811	1	110943467	110945160	+	2359	110943467.0
ENSG00000121931	1	110947185	110948399	-	3621	110948399.0
ENSG00000273010	1	110963302	110964649	+	1348	110963302.0
ENSG00000225672	1	111007700	111008113	-	1315	111008113.0
ENSG00000252760	1	111041834	111041925	+	92	111041834.0
ENSG00000156171	1	111117333	111118267	-	3138	111118267.0
ENSG00000134255	1	111139627	111139761	+	8413	111139627.0
ENSG00000272982	1	111181374	111181491	-	118	111181491.0
ENSG00000273221	1	111184415	111185061	-	647	111185061.0
ENSG00000162777	1	111187174	111187681	-	5515	111187681.0
ENSG00000064886	1	111200771	111201385	+	3295	111200771.0
ENSG00000236040	1	111250254	111250300	+	995	111250254.0
ENSG00000203878	1	111280059	111280084	+	2837	111280059.0
ENSG00000134216	1	111290862	111290950	+	4632	111290862.0
ENSG00000229283	1	111317600	111317927	-	476	111317927.0
ENSG00000232240	1	111323833	111324075	+	243	111323833.0
ENSG00000173947	1	111346288	111346671	+	4261	111346288.0
ENSG00000234020	1	111353275	111353379	-	1133	111353379.0
ENSG00000236012	1	111380291	111380571	+	281	111380291.0
ENSG00000227179	1	111382860	111383165	-	1358	111383165.0
ENSG00000085465	1	111414314	111415344	-	2567	111415344.0
ENSG00000260948	1	111431046	111433068	-	2023	111433068.0
ENSG00000233337	1	111437514	111438037	+	524	111437514.0
ENSG00000243960	1	111438638	111438825	-	861	111438825.0
ENSG00000116455	1	111439890	111441389	-	2805	111441389.0
ENSG00000199890	1	111446798	111446908	+	111	111446798.0
ENSG00000116459	1	111448864	111448949	+	3383	111448864.0
ENSG00000143110	1	111473792	111474030	+	2768	111473792.0
ENSG00000121933	1	111483348	111483757	-	2283	111483757.0
ENSG00000200360	1	111490317	111490423	-	107	111490423.0
ENSG00000282608	1	111499429	111500556	-	2687	111500556.0
ENSG00000116473	1	111542218	111542509	+	5532	111542218.0
ENSG00000231346	1	111599655	111600095	-	1377	111600095.0
ENSG00000215867	1	111648291	111649544	-	1254	111649544.0
ENSG00000201028	1	111650431	111650537	-	107	111650537.0
ENSG00000197852	1	111680630	111680774	-	10740	111680774.0
ENSG00000227811	1	111739841	111740077	+	2131	111739841.0
ENSG00000064703	1	111755245	111755394	+	6019	111755245.0
ENSG00000171385	1	111770662	111776278	-	7863	111776278.0
ENSG00000232558	1	111853762	111854049	-	376	111854049.0
ENSG00000237556	1	111909336	111909529	+	777	111909336.0
ENSG00000231437	1	111989770	111990188	+	3590	111989770.0
ENSG00000231246	1	112177234	112177613	-	547	112177613.0
ENSG00000234388	1	112363281	112363581	+	301	112363281.0
ENSG00000238761	1	112371004	112371107	+	104	112371004.0
ENSG00000143079	1	112396181	112396272	+	7404	112396181.0
ENSG00000283296	1	112461770	112461833	-	64	112461833.0
ENSG00000134245	1	112466541	112467591	+	12561	112466541.0
ENSG00000273483	1	112517799	112518441	-	643	112518441.0
ENSG00000007341	1	112523518	112526111	-	8111	112526111.0
ENSG00000116489	1	112619173	112619883	+	4130	112619173.0
ENSG00000235299	1	112625906	112626224	-	319	112626224.0
ENSG00000252750	1	112634719	112634784	-	66	112634784.0
ENSG00000155363	1	112673141	112673451	+	6509	112673141.0
ENSG00000225075	1	112693688	112693850	-	449	112693850.0
ENSG00000155366	1	112701106	112701713	-	4028	112701713.0
ENSG00000271810	1	112702614	112702693	-	1078	112702693.0
ENSG00000155367	1	112709994	112710310	-	2874	112710310.0
ENSG00000261595	1	112715672	112717796	+	2125	112715672.0
ENSG00000184599	1	112720419	112720634	+	1282	112720419.0
ENSG00000234790	1	112748095	112748475	+	381	112748095.0
ENSG00000215866	1	112820170	112820538	-	1823	112820538.0
ENSG00000224167	1	112850028	112850427	+	587	112850028.0
ENSG00000228040	1	112890767	112890922	-	156	112890922.0
ENSG00000155380	1	112911847	112914165	-	5312	112914165.0
ENSG00000229020	1	112923423	112924337	+	915	112923423.0
ENSG00000226419	1	112956415	112956956	+	10138	112956415.0
ENSG00000238198	1	113011687	113013839	-	2459	113013839.0
ENSG00000198799	1	113073209	113073645	+	12456	113073209.0
ENSG00000237278	1	113125321	113126883	-	1563	113126883.0
ENSG00000233839	1	113168994	113169403	+	410	113168994.0
ENSG00000236887	1	113198825	113199258	+	434	113198825.0
ENSG00000081026	1	113390749	113391349	+	8180	113390749.0
ENSG00000232499	1	113449700	113450728	+	1029	113449700.0
ENSG00000238256	1	113576757	113576899	-	143	113576899.0
ENSG00000116793	1	113696831	113697725	-	7170	113697725.0
ENSG00000232450	1	113698884	113699631	-	748	113699631.0
ENSG00000081019	1	113761832	113766453	-	6819	113766453.0
ENSG00000231128	1	113812379	113812612	+	1080	113812379.0
ENSG00000134242	1	113813811	113814969	-	4503	113814969.0
ENSG00000226167	1	113856635	113856724	+	1734	113856635.0
ENSG00000188761	1	113878168	113881997	-	4251	113881997.0
ENSG00000134262	1	113894748	113895492	-	5369	113895492.0
ENSG00000118655	1	113905141	113905775	+	3940	113905141.0
ENSG00000235527	1	113924000	113924332	-	3087	113924332.0
ENSG00000163349	1	113929192	113929532	+	9280	113929192.0
ENSG00000116774	1	113979391	113979630	+	2821	113979391.0
ENSG00000270780	1	114001433	114001876	-	565	114001876.0
ENSG00000282048	1	114032393	114034511	+	2119	114032393.0
ENSG00000134207	1	114089291	114092082	-	5104	114092082.0
ENSG00000232895	1	114206427	114206685	-	332	114206685.0
ENSG00000273698	1	114279011	114279275	-	265	114279275.0
ENSG00000271419	1	114353986	114354769	+	864	114353986.0
ENSG00000197323	1	114392777	114397860	-	9574	114397860.0
ENSG00000226984	1	114459934	114460360	+	427	114459934.0
ENSG00000225650	1	114468315	114469282	+	968	114468315.0
ENSG00000201114	1	114490724	114490832	+	109	114490724.0
ENSG00000236480	1	114535995	114537453	+	1523	114535995.0
ENSG00000116752	1	114567557	114568256	-	1299	114568256.0
ENSG00000175984	1	114582848	114585631	-	7413	114585631.0
ENSG00000116748	1	114673090	114673272	-	2517	114673272.0
ENSG00000242769	1	114697627	114697924	-	298	114697924.0
ENSG00000213281	1	114704469	114708050	-	4449	114708050.0
ENSG00000009307	1	114716913	114718216	-	5778	114718216.0
ENSG00000201900	1	114727720	114727824	+	105	114727720.0
ENSG00000052723	1	114769479	114774372	-	5894	114774372.0
ENSG00000227970	1	114837227	114837692	+	1377	114837227.0
ENSG00000198765	1	114854803	114855018	+	4338	114854803.0
ENSG00000134200	1	115029824	115029860	+	537	115029824.0
ENSG00000134198	1	115048011	115050555	-	3410	115050555.0
ENSG00000233730	1	115099672	115099751	+	491	115099672.0
ENSG00000228035	1	115283034	115283240	+	2610	115283034.0
ENSG00000134259	1	115285918	115286807	-	1047	115286807.0
ENSG00000226973	1	115471941	115472052	+	794	115471941.0
ENSG00000274468	1	115479428	115479478	+	298	115479428.0
ENSG00000229101	1	115556826	115557049	+	345	115556826.0
ENSG00000232185	1	115564601	115565432	+	832	115564601.0
ENSG00000270631	1	115577229	115577786	-	558	115577786.0
ENSG00000239984	1	115606471	115606768	+	298	115606471.0
ENSG00000207502	1	115621872	115622005	-	134	115622005.0
ENSG00000173218	1	115641953	115642086	+	9062	115641953.0
ENSG00000118729	1	115700007	115701426	-	2769	115701426.0
ENSG00000177551	1	115836377	115838380	-	7541	115838380.0
ENSG00000214204	1	115856910	115857819	-	910	115857819.0
ENSG00000271143	1	115916497	115916699	+	203	115916497.0
ENSG00000228127	1	115919350	115919559	+	1864	115919350.0
ENSG00000163393	1	115976498	115976714	+	5292	115976498.0
ENSG00000237993	1	116013813	116014083	-	705	116014083.0
ENSG00000173212	1	116111755	116111810	+	3256	116111755.0
ENSG00000235933	1	116164284	116164343	+	914	116164284.0
ENSG00000221040	1	116278606	116278821	+	216	116278606.0
ENSG00000163399	1	116372668	116372921	+	7261	116372668.0
ENSG00000203865	1	116392247	116393026	-	2458	116393026.0
ENSG00000212385	1	116413766	116413869	-	104	116413869.0
ENSG00000233154	1	116423724	116423915	-	1701	116423915.0
ENSG00000230381	1	116429049	116429280	-	515	116429280.0
ENSG00000200547	1	116452536	116452627	+	92	116452536.0
ENSG00000224950	1	116493016	116494906	-	2302	116494906.0
ENSG00000116815	1	116514535	116514822	-	1783	116514822.0
ENSG00000177173	1	116532936	116534092	-	1157	116534092.0
ENSG00000264419	1	116560024	116560111	-	88	116560111.0
ENSG00000143061	1	116574399	116577562	-	7400	116577562.0
ENSG00000211543	1	116671749	116671827	+	79	116671749.0
ENSG00000203864	1	116694112	116694197	+	386	116694112.0
ENSG00000231072	1	116713833	116714835	-	1003	116714835.0
ENSG00000223489	1	116739981	116742609	-	2629	116742609.0
ENSG00000116824	1	116754385	116754553	+	1679	116754385.0
ENSG00000225079	1	116775104	116775623	-	520	116775623.0
ENSG00000272715	1	116909149	116909531	-	383	116909531.0
ENSG00000134247	1	116910057	116910252	+	6352	116910057.0
ENSG00000252510	1	116962347	116962471	-	125	116962471.0
ENSG00000134256	1	117001750	117001860	+	3828	117001750.0
ENSG00000236137	1	117025482	117026786	-	1946	117026786.0
ENSG00000116830	1	117060303	117060374	+	10181	117060303.0
ENSG00000215930	1	117094643	117094728	+	86	117094643.0
ENSG00000134253	1	117111060	117112453	-	4368	117112453.0
ENSG00000228453	1	117138229	117138609	+	381	117138229.0
ENSG00000134258	1	117143587	117145225	-	3027	117145225.0
ENSG00000277141	1	117243212	117243508	-	297	117243508.0
ENSG00000235202	1	117295520	117295703	+	511	117295520.0
ENSG00000271427	1	117364899	117365473	-	575	117365473.0
ENSG00000198162	1	117367449	117368485	+	9667	117367449.0
ENSG00000279513	1	117493515	117495006	+	1492	117493515.0
ENSG00000226755	1	117549415	117549922	+	508	117549415.0
ENSG00000236866	1	117596832	117596994	-	1091	117596994.0
ENSG00000183508	1	117605934	117606153	+	5751	117605934.0
ENSG00000213262	1	117640812	117641639	-	828	117641639.0
ENSG00000212266	1	117688621	117688742	-	122	117688742.0
ENSG00000270719	1	117700029	117700242	-	214	117700242.0
ENSG00000228217	1	117778087	117778506	-	420	117778506.0
ENSG00000196505	1	117863485	117870616	-	10496	117870616.0
ENSG00000065183	1	117929720	117929782	+	10275	117929720.0
ENSG00000155761	1	117953861	117954049	-	9552	117954049.0
ENSG00000222209	1	118264372	118264489	-	118	118264489.0
ENSG00000226126	1	118614333	118615646	-	1314	118615646.0
ENSG00000229911	1	118712999	118713678	+	680	118712999.0
ENSG00000092607	1	118883046	118885516	-	3806	118885516.0
ENSG00000239216	1	119000618	119000890	-	410	119000890.0
ENSG00000226172	1	119000344	119000893	-	653	119000893.0
ENSG00000116874	1	119031216	119033388	-	3847	119033388.0
ENSG00000224238	1	119047405	119047532	+	2060	119047405.0
ENSG00000223575	1	119084998	119085954	-	957	119085954.0
ENSG00000236804	1	119126539	119127291	-	753	119127291.0
ENSG00000231365	1	119140396	119140793	+	5462	119140396.0
ENSG00000227056	1	119219314	119220096	-	783	119220096.0
ENSG00000227712	1	119260265	119260679	-	898	119260679.0
ENSG00000232650	1	119328176	119328287	+	751	119328176.0
ENSG00000194297	1	119331397	119331525	-	129	119331525.0
ENSG00000116882	1	119368779	119368902	+	1877	119368779.0
ENSG00000230921	1	119368946	119369008	+	311	119368946.0
ENSG00000203859	1	119414931	119415090	+	2336	119414931.0
ENSG00000232780	1	119434166	119434947	-	915	119434947.0
ENSG00000203858	1	119439001	119439144	+	1118	119439001.0
ENSG00000235595	1	119462029	119463021	-	993	119463021.0
ENSG00000187481	1	119467221	119467365	+	1111	119467221.0
ENSG00000229570	1	119495836	119496841	-	1006	119496841.0
ENSG00000203857	1	119507198	119507219	+	2443	119507198.0
ENSG00000226443	1	119533749	119534746	-	998	119534746.0
ENSG00000249798	1	119538509	119538653	+	994	119538509.0
ENSG00000239873	1	119558755	119559774	-	1020	119559774.0
ENSG00000203855	1	119564066	119564210	+	1120	119564066.0
ENSG00000240244	1	119596167	119597179	-	1013	119597179.0
ENSG00000260941	1	119597702	119599271	-	1570	119599271.0
ENSG00000198857	1	119601340	119601484	+	1132	119601340.0
ENSG00000143067	1	119619422	119624116	-	5041	119624116.0
ENSG00000092621	1	119659798	119659913	+	5622	119659798.0
ENSG00000134240	1	119747996	119748841	-	2571	119748841.0
ENSG00000134193	1	119794018	119794685	-	3493	119794685.0
ENSG00000215864	1	119834870	119834907	-	1326	119834907.0
ENSG00000227205	1	119853316	119853748	+	433	119853316.0
ENSG00000226446	1	119886304	119886927	+	624	119886304.0
ENSG00000134249	1	119893533	119896495	-	2963	119896495.0
ENSG00000261662	1	119909255	119910613	-	1359	119910613.0
ENSG00000134250	1	119911553	119916694	-	16804	119916694.0
ENSG00000273406	1	120076616	120077091	+	476	120076616.0
ENSG00000207149	1	120126974	120127074	+	101	120126974.0
ENSG00000265808	1	120150898	120157192	-	9034	120157192.0
ENSG00000274642	1	120197085	120197317	+	853	120197085.0
ENSG00000277313	1	120228046	120228295	-	250	120228295.0
ENSG00000223804	1	120267334	120267838	-	1107	120267838.0
ENSG00000273727	1	120354987	120355148	+	162	120354987.0
ENSG00000270392	1	120432204	120434037	-	1849	120434037.0
ENSG00000270231	1	120436353	120436697	+	5330	120436353.0
ENSG00000275131	1	120489860	120489916	-	9026	120489916.0
ENSG00000273694	1	120571120	120571264	+	145	120571120.0
ENSG00000275933	1	120670127	120670376	+	250	120670127.0
ENSG00000273136	1	120723923	120724250	+	6032	120723923.0
ENSG00000275538	1	120850819	120850985	-	167	120850985.0
ENSG00000263353	1	120889746	120890405	+	660	120889746.0
ENSG00000226067	1	120913275	120913450	+	2075	120913275.0
ENSG00000281741	1	120913151	120914238	-	1088	120914238.0
ENSG00000277610	1	120942600	120942763	+	164	120942600.0
ENSG00000275585	1	120985692	120985866	-	1314	120985866.0
ENSG00000273516	1	121008362	121008507	-	146	121008507.0
ENSG00000275296	1	121058948	121059353	-	406	121059353.0
ENSG00000198019	1	121087345	121087425	+	3383	121087345.0
ENSG00000234998	1	121087528	121087911	-	459	121087911.0
ENSG00000233029	1	121090289	121092768	-	3543	121092768.0
ENSG00000223345	1	121108210	121108569	-	756	121108569.0
ENSG00000227193	1	121118126	121118278	+	494	121118126.0
ENSG00000213244	1	121118195	121118610	-	416	121118610.0
ENSG00000268993	1	121142051	121142438	-	388	121142438.0
ENSG00000188610	1	121167646	121168835	-	3033	121168835.0
ENSG00000171943	1	121184810	121185124	+	7311	121184810.0
ENSG00000275129	1	121314947	121315055	-	109	121315055.0
ENSG00000230806	1	121360156	121362193	-	2649	121362193.0
ENSG00000227082	1	121396754	121397304	+	3662	121396754.0
ENSG00000231429	1	121412719	121412752	+	529	121412719.0
ENSG00000228826	1	121494379	121494595	-	309	121494595.0
ENSG00000233432	1	121502344	121503891	+	1548	121502344.0
ENSG00000272583	1	121518366	121518829	-	464	121518829.0
ENSG00000231752	1	121519112	121519459	+	4333	121519112.0
ENSG00000224857	1	121573946	121574278	-	426	121574278.0
ENSG00000276118	1	143343180	143343275	+	96	143343180.0
ENSG00000277095	1	143354191	143354619	+	1807	143354191.0
ENSG00000277702	1	143419625	143419702	-	213	143419702.0
ENSG00000252830	1	143439605	143439714	+	110	143439605.0
ENSG00000264145	1	143449571	143450245	-	675	143450245.0
ENSG00000274927	1	143461221	143461459	-	1232	143461459.0
ENSG00000242943	1	143487772	143488353	+	582	143487772.0
ENSG00000223495	1	143498785	143499102	+	318	143498785.0
ENSG00000235887	1	143499187	143499375	-	408	143499375.0
ENSG00000203825	1	143541768	143542004	+	2594	143541768.0
ENSG00000179571	1	143595216	143595459	-	2119	143595459.0
ENSG00000226028	1	143619994	143620527	+	534	143619994.0
ENSG00000202167	1	143652050	143652215	-	166	143652215.0
ENSG00000207349	1	143699456	143699619	-	164	143699619.0
ENSG00000252826	1	143720510	143720644	-	135	143720644.0
ENSG00000206737	1	143729407	143729570	-	164	143729570.0
ENSG00000232721	1	143736066	143736123	+	2675	143736066.0
ENSG00000223779	1	143745249	143745426	+	719	143745249.0
ENSG00000242352	1	143766540	143769083	+	2544	143766540.0
ENSG00000270962	1	143784376	143784671	+	296	143784376.0
ENSG00000263590	1	143790010	143790263	+	5243	143790010.0
ENSG00000252105	1	143791542	143791687	-	146	143791687.0
ENSG00000233430	1	143811359	143811573	-	1176	143811573.0
ENSG00000237503	1	143846097	143846504	-	408	143846504.0
ENSG00000265531	1	143874793	143874823	+	1127	143874793.0
ENSG00000240929	1	143875171	143875309	-	567	143875309.0
ENSG00000234571	1	143877731	143880209	-	3540	143880209.0
ENSG00000273213	1	143904301	143904590	-	700	143904590.0
ENSG00000230186	1	143905487	143905639	+	494	143905487.0
ENSG00000203818	1	143905556	143905966	-	411	143905966.0
ENSG00000268074	1	143929994	143930382	-	389	143930382.0
ENSG00000263513	1	143955364	143956481	-	2297	143956481.0
ENSG00000270872	1	143975087	143975153	+	1021	143975087.0
ENSG00000276674	1	144085628	144085676	+	347	144085628.0
ENSG00000275075	1	144168752	144168850	+	99	144168752.0
ENSG00000275767	1	144179777	144180205	+	1861	144179777.0
ENSG00000232527	1	144227030	144227379	-	839	144227379.0
ENSG00000276442	1	144265217	144265326	+	110	144265217.0
ENSG00000276756	1	144276484	144276584	-	1476	144276584.0
ENSG00000175658	1	144274892	144276855	-	2012	144276855.0
ENSG00000271567	1	144372875	144373659	-	785	144373659.0
ENSG00000271439	1	144401069	144401355	-	287	144401355.0
ENSG00000207205	1	144412576	144412740	+	165	144412576.0
ENSG00000237343	1	144418113	144418370	-	314	144418370.0
ENSG00000233586	1	144418678	144419190	+	513	144418678.0
ENSG00000266338	1	144421386	144423256	-	5306	144423256.0
ENSG00000227212	1	144442606	144443004	+	399	144442606.0
ENSG00000229002	1	144472535	144472561	-	264	144472561.0
ENSG00000275291	1	144523860	144524021	-	162	144524021.0
ENSG00000278099	1	144551779	144551943	-	165	144551943.0
ENSG00000277918	1	144560666	144560829	-	164	144560829.0
ENSG00000279782	1	144592868	144593527	+	660	144592868.0
ENSG00000277199	1	144627192	144627237	-	939	144627237.0
ENSG00000224363	1	144641371	144641511	+	2502	144641371.0
ENSG00000278273	1	144661200	144661319	+	1178	144661200.0
ENSG00000222854	1	144701050	144701159	-	110	144701159.0
ENSG00000273825	1	144754572	144754832	-	1892	144754832.0
ENSG00000196369	1	144887265	144892381	-	7230	144892381.0
ENSG00000271644	1	144965025	144965135	+	111	144965025.0
ENSG00000215784	1	145096000	145096999	+	2397	145096000.0
ENSG00000272419	1	145164099	145164638	-	6056	145164638.0
ENSG00000277678	1	145169519	145169664	+	146	145169519.0
ENSG00000281571	1	145214851	145215938	+	1088	145214851.0
ENSG00000223612	1	145233001	145233519	+	519	145233001.0
ENSG00000256374	1	145241630	145242124	-	495	145242124.0
ENSG00000271291	1	145269604	145269890	-	287	145269890.0
ENSG00000276216	1	145281116	145281462	+	347	145281116.0
ENSG00000207501	1	145281116	145281279	+	164	145281116.0
ENSG00000236140	1	145286610	145286870	-	381	145286870.0
ENSG00000162825	1	145289900	145291769	-	18995	145291769.0
ENSG00000234367	1	145407772	145408173	+	402	145407772.0
ENSG00000270384	1	145431527	145431693	-	167	145431693.0
ENSG00000270722	1	145465617	145465780	-	164	145465780.0
ENSG00000278182	1	145507444	145507599	+	270	145507444.0
ENSG00000275064	1	145509047	145509236	+	1270	145509047.0
ENSG00000272150	1	145572345	145572933	-	3827	145572933.0
ENSG00000117262	1	145607990	145608175	+	5557	145607990.0
ENSG00000174827	1	145670852	145671489	-	2480	145671489.0
ENSG00000117281	1	145719471	145719559	+	3971	145719471.0
ENSG00000265491	1	145738868	145746997	-	11041	145746997.0
ENSG00000186141	1	145824088	145824369	+	2793	145824088.0
ENSG00000186364	1	145845629	145845832	+	1657	145845629.0
ENSG00000131788	1	145848522	145849712	-	4805	145849712.0
